CONFIDENTIAL GBP MASTER PRICE LIST 1 JANUARY 2025 - CURRENT PRODUCTS,,,,,,,,,,,,
,,,,,,,,,,,,
STOCK AVAILABILITY,,,,,,,,,,,,
"We aim for 100% immediAUe ex-stock availability of all products in this price list, with the exception of 'bespoke' products/items - which may have a short lead time (please ask for this when placing your order).",,,,,,,,,,,,
,,,,,,,,,,,,
BACKEYE360 Select - Complete Systems,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,A2108,VBV-L430,Select Camera Extension Cable - 30m,34.97,31.47,27.97,24.48,22.73,20.98,19.23,17.48,14.69
A,3513,VBV-L425,Select Camera Extension Cable - 25m,29.73,26.75,23.78,20.81,19.32,17.84,16.35,14.86,12.48
A,A1380,VBV-L420,Select Camera Extension Cable - 20m,23.96,21.56,19.17,16.77,15.57,14.37,13.18,11.98,10.06
A,F3150,VBV-L415,Select Camera Extension Cable - 15m,20.85,18.77,16.68,14.60,13.55,12.51,11.47,10.43,8.76
A,A3106,VBV-L412,Select Camera Extension Cable - 12m,18.51,16.66,14.81,12.96,12.03,11.11,10.18,9.26,7.78
A,A1386,VBV-L410,Select Camera Extension Cable - 10m,16.54,14.89,13.23,11.58,10.75,9.93,9.10,8.27,6.95
F,3151,VBV-L407,Select Camera Extension Cable - 7m,17.40,15.66,13.92,12.18,11.31,10.44,9.57,8.70,7.31
A,3152,VBV-L406,Select Camera Extension Cable - 6m,15.41,13.87,12.33,10.79,10.02,9.25,8.48,7.71,6.47
A,A1499,VBV-L405,Select Camera Extension Cable - 5m,11.73,10.55,9.38,8.21,7.62,7.04,6.45,5.86,4.93
A,3153,VBV-L404,Select Camera Extension Cable - 4m,13.05,11.74,10.44,9.13,8.48,7.83,7.18,6.52,5.48
F,4977,VBV-L403,Select Camera Extension Cable - 3m,10.69,9.62,8.55,7.48,6.95,6.41,5.88,5.34,4.49
A,A1554,VBV-L4025,Select Camera Extension Cable - 2.5m,9.05,8.15,7.24,6.34,5.88,5.43,4.98,4.53,3.80
A,S5773,VBV-L4020,Essential Camera Extension Cable - 20m,28.89,26.00,23.11,20.22,18.78,17.33,15.89,14.44,12.13
F,F3154,VBV-L4005,Select Camera Extension Cable - 0.5m,7.84,7.05,6.27,5.48,5.09,4.70,4.31,3.92,3.29
F,5764,VBV-L4002(XA),Select Camera Cable - 0.2m - no audio,8.43,7.58,6.74,5.90,5.48,5.06,4.63,4.21,3.54
A,5632,VBV-L405(KV-1),Select Camera Blue Kevlar Extension Cable - 5m,225.18,202.66,180.15,157.63,146.37,135.11,123.85,112.59,94.58
A,5631,VBV-L410(KV-1),Select Camera Blue Kevlar Extension Cable - 10m,326.77,294.09,261.41,228.74,212.40,196.06,179.72,163.38,137.24
A,5630,VBV-L415(KV-1),Select Camera Blue Kevlar Extension Cable - 15m,441.88,397.69,353.51,309.32,287.22,265.13,243.04,220.94,185.59
A,5768,VBV-L4XX-CAP,Select Camera Cable Cap for VBV-4XX Series Cales,4.08,3.67,3.26,2.85,2.65,2.45,2.24,2.04,1.83
A,5511,VBV-H430,Select Camera Extension HD Cable - 30m,34.78,31.30,27.82,24.34,22.61,20.87,19.13,17.39,14.61
A,5512,VBV-H425,Select Camera Extension HD Cable - 25m,30.97,27.87,24.78,21.68,20.13,18.58,17.03,15.48,13.01
A,5513,VBV-H420,Select Camera Extension HD Cable - 20m,23.25,20.93,18.60,16.28,15.12,13.95,12.79,11.63,9.77
A,5514,VBV-H415,Select Camera Extension HD Cable - 15m,20.75,18.67,16.60,14.52,13.49,12.45,11.41,10.37,8.71
A,5515,VBV-H412,Select Camera Extension HD Cable - 12m,18.41,16.57,14.73,12.89,11.97,11.05,10.13,9.21,7.73
A,5516,VBV-H410,Select Camera Extension HD Cable - 10m,16.44,14.80,13.15,11.51,10.69,9.86,9.04,8.22,6.90
A,5517,VBV-H407,Select Camera Extension HD Cable - 7m,17.29,15.56,13.83,12.10,11.24,10.38,9.51,8.65,7.26
A,5518,VBV-H406,Select Camera Extension HD Cable - 6m,17.30,15.57,13.84,12.11,11.25,10.38,9.52,8.65,7.27
A,5519,VBV-H405,Select Camera Extension HD Cable - 5m,11.66,10.49,9.33,8.16,7.58,6.99,6.41,5.83,4.90
A,6193,VBV-H405(KV),Select HD Extension Cable - 5m with 1m length of Kevlar Cable & Over Moulding,230.28,207.25,184.22,161.20,149.68,138.17,126.65,115.14,96.72
A,5520,VBV-H404,Select Camera Extension HD Cable - 4m,12.98,11.69,10.39,9.09,8.44,7.79,7.14,6.49,5.45
A,5521,VBV-H403,Select Camera Extension HD Cable - 3m,10.62,9.56,8.50,7.44,6.91,6.37,5.84,5.31,4.46
A,5522,VBV-H4025,Select Camera Extension HD Cable - 2.5m,7.74,6.97,6.19,5.42,5.03,4.64,4.26,3.87,3.25
F,5523,VBV-H4005,Select Camera Extension HD Cable - 0.5m,7.80,7.02,6.24,5.46,5.07,4.68,4.29,3.90,3.28
A,4193,VBV-XM003,Select Monitor Extension Cable - 3m (For VBV-750DM & VBV-770DM),14.85,13.37,11.88,10.40,9.66,8.91,8.17,7.43,6.24
A,5383,VBV-XFM003,Select Monitor Extension Cable - 3m for VBV-770FM,55.72,50.15,44.57,39.00,36.22,33.43,30.64,27.86,25.07
A,6445,VBV-XHFM003,Select Monitor Extension Cable - 3m for VBV-7104HFM,55.72,50.15,44.57,39.00,36.22,33.43,30.64,27.86,25.07
A,7366,BE-H0003,Elite Camera Extension HD Cable - 0.3m,17.13,15.41,13.70,11.99,11.13,10.28,9.42,8.56,7.19
A,7367,BE-H001,Elite Camera Extension HD Cable - 1m,22.84,20.55,18.27,15.99,14.84,13.70,12.56,11.42,9.59
A,7368,BE-H003,Elite Camera Extension HD Cable - 3m,25.12,22.61,20.10,17.58,16.33,15.07,13.82,12.56,10.55
A,7369,BE-H005,Elite Camera Extension HD Cable - 5m,33.11,29.80,26.49,23.18,21.52,19.87,18.21,16.56,13.91
A,7370,BE-H008,Elite Camera Extension HD Cable - 8m,36.54,32.88,29.23,25.58,23.75,21.92,20.10,18.27,15.35
A,7371,BE-H010,Elite Camera Extension HD Cable - 10m,38.82,34.94,31.06,27.17,25.23,23.29,21.35,19.41,16.30
A,7372,BE-H012,Elite Camera Extension HD Cable - 12m,43.39,39.05,34.71,30.37,28.20,26.03,23.86,21.69,18.22
A,7373,BE-H015,Elite Camera Extension HD Cable - 15m,50.24,45.22,40.19,35.17,32.66,30.14,27.63,25.12,21.10
A,7374,BE-H020,Elite Camera Extension HD Cable - 20m,61.66,55.49,49.33,43.16,40.08,36.99,33.91,30.83,25.90
A,7375,BE-H025,Elite Camera Extension HD Cable - 25m,74.22,66.80,59.37,51.95,48.24,44.53,40.82,37.11,31.17
A,7376,BE-H030,Elite Camera Extension HD Cable - 30m,75.36,67.82,60.29,52.75,48.98,45.22,41.45,37.68,31.65
A,7491,VBV-AI820,AI Camera Extension Cable 8 pin to 8 pin - 20m,97.05,87.35,77.64,67.94,63.08,58.23,53.38,48.53,43.67
A,7490,VBV-AI805,AI Camera Extension Cable 8 pin to 8 pin - 5m,37.47,33.72,29.98,26.23,24.36,22.48,20.61,18.74,16.86
A,7489,VBV-AI801,AI Camera Extension Cable 8 pin to 8 pin - 1m,19.10,17.19,15.28,13.37,12.41,11.46,10.50,9.55,8.59
A,S7346,VBV-22X0C-CA,AI Camera Adapter Cable 8 pin to 4 pin,34.67,31.20,27.74,24.27,22.53,20.80,19.07,17.33,15.60
A,7509,VBV-AI815,AI Camera Extension Cable 8 pin to 8 pin - 15m,80.44,72.40,64.36,56.31,52.29,48.27,44.24,40.22,36.20
A,7507,VBV-22X0C-CA-RJ45,AI Camera Adapter Cable with RJ45 Connector,71.10,63.99,56.88,49.77,46.22,42.66,39.11,35.55,32.00
A,7508,VBV-AI810,AI Camera Extension Cable 8 pin to 8 pin - 10m,58.65,52.78,46.92,41.05,38.12,35.19,32.26,29.32,26.39
,,,,,,,,,,,,
Adapter Cables,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,A1908,AC-003,"CMS Adapter Cable, BE-800C to BE-455/650",23.24,20.91,18.59,16.27,15.10,13.94,12.78,11.62,10.46
A,A1909,AC-004,"CMS Adapter Cable, BE-800 Monitors to BE-455/650",23.24,20.91,18.59,16.27,15.10,13.94,12.78,11.62,10.46
A,A1983,AC-006,"CMS Adapter Cable, Select Camera (Except Shutter) to Elite",14.60,13.14,11.68,10.22,9.49,8.76,8.03,7.30,6.57
A,A1984,AC-007,"CMS Adapter Cable, Select Monitor to Elite Cable",9.13,8.21,7.30,6.39,5.93,5.48,5.02,4.56,4.11
A,A2094,AC-014,"CMS Adapter Cable, Elite Camera to Select Cable",14.60,13.14,11.68,10.22,9.49,8.76,8.03,7.30,6.57
A,5049,AC-014(5m),"CMS Adapter Cable, Elite Camera to Select Cable - 5m",20.63,18.57,16.51,14.44,13.41,12.38,11.35,10.32,9.29
A,5635,AC-H014(5m),"CMS Adapter Cable, Elite Camera to Select Cable - 5m",20.63,18.57,16.51,14.44,13.41,12.38,11.35,10.32,9.29
A,7214,AC-H014(3m),"CMS Adapter Cable, 3m Adapter AHD",22.46,20.21,17.97,15.72,14.60,13.48,12.35,11.23,10.11
A,E2371,AC-017,"CMS Adapter Cable, BE-300 to Elite Cable",14.42,12.98,11.54,10.10,9.37,8.65,7.93,7.21,6.49
A,F2589,AC-019,"CMS Adapter Cable, Elite Cable to OE Monitor - Male Phono (Video Only)",23.33,21.00,18.66,16.33,15.17,14.00,12.83,11.67,10.50
A,A2590A,AC-020,"CMS Adapter Cable, Elite Monitor to Select Cable",11.86,10.68,9.49,8.30,7.71,7.12,6.53,5.93,5.34
A,5964,AC-020(10m),"CMS Adapter Cable, Elite Monitor to Select Cable (10m)",24.67,22.21,19.74,17.27,16.04,14.80,13.57,12.34,11.10
A,A2930,AC-022,"CMS Adapter Cable, Select 6 Pin to Select 13 Pin",14.17,12.75,11.33,9.92,9.21,8.50,7.79,7.08,6.37
A,S3183,AC-024,"CMS Adapter Cable, Phono to Select Cable (Video & Audio Input, 12Vdc Output)",6.01,5.41,4.81,4.21,3.91,3.61,3.31,3.01,2.53
A,3198,AC-027,"CMS Adapter Cable, Phono to Select Monitor via 3.5mm 3-Pole Male Jack Plug",4.36,3.92,3.49,3.05,2.83,2.61,2.40,2.18,1.83
A,S3335,AC-028,"CMS Adapter Cable, Phono to Select Cable (Video & Audio Input, 12Vdc Output)",7.26,6.54,5.81,5.08,4.72,4.36,3.99,3.63,3.05
A,C3412,AC-031,"CMS Adapter Cable, GDS System to Select Monitor",29.05,26.14,23.24,20.33,18.88,17.43,15.98,14.52,13.07
A,C3413,AC-032,"CMS Adapter Cable, Elite Camera to GDS System Monitor",18.70,16.83,14.96,13.09,12.15,11.22,10.28,9.35,8.41
A,S3702,AC-035,"CMS Adapter Cable, Select Shutter Camera to Select 4-Core Cable (5-Pin : 4-Pin)",15.26,13.73,12.21,10.68,9.92,9.16,8.39,7.63,6.87
D,3971,AC-038,"CMS Adapter Cable, Elite Camera to Eico Cable",152.49,137.24,121.99,106.74,99.12,91.49,83.87,76.25,68.62
F,F4002,AC-039,"CMS Adapter Cable, Elite Camera to John Deere Green Star 2630 Terminal",152.49,137.24,121.99,106.74,99.12,91.49,83.87,76.25,68.62
F,F4003,AC-040,"CMS Adapter Cable, 3 x Elite Cameras to John Deere Green Star 2630 Terminal",252.70,227.43,202.16,176.89,164.25,151.62,138.98,126.35,113.71
D,4245,AC-041,"CMS Adapter Cable, Elite Camera to 7-Way AMP",60.50,54.45,48.40,42.35,39.33,36.30,33.28,30.25,30.86
D,4246,AC-042,"CMS Adapter Cable, Select Camera to 7-Way AMP",45.02,40.52,36.02,31.51,29.26,27.01,24.76,22.51,23.58
F,4244,AC-043,"CMS Adapter Cable, 6-Pin Mini DIN to 4-Pin Select (Replace AWTI Camera with Select)",7.84,7.06,6.27,5.49,5.10,4.71,4.31,3.92,3.53
A,4279,AC-044,"CMS Adapter Cable, Elite Camera to Molex M12",59.54,53.59,47.64,41.68,38.70,35.73,32.75,29.77,26.79
A,4280,AC-045,"CMS Adapter Cable, Select Camera to Molex M12",75.52,67.97,60.42,52.86,49.09,45.31,41.54,37.76,33.98
D,4088,AC-050,"CMS Adapter Cable, Elite Camera to 5 Way D-SUB Output for Massey Ferguson",77.07,69.37,61.66,53.95,50.10,46.24,42.39,38.54,34.68
F,4310,AC-051,"CMS Adapter Cable, 22-Pin to 13-Pin",29.05,26.14,23.24,20.33,18.88,17.43,15.98,14.52,13.07
F,4327,AC-052,"CMS Adapter Cable, 4-Pin Select to 6-Pin Female Mini DIN",7.41,6.67,5.93,5.18,4.81,4.44,4.07,3.70,3.33
F,4339,AC-053,"CMS Adapter Cable, 13-Pin (Female) to 13-Pin (Female)",7.41,6.67,5.93,5.18,4.81,4.44,4.07,3.70,3.33
A,6098,AC-055,"CMS Adapter Cable, 5-Pin to 4-Pin Select Cable",7.97,7.17,6.38,5.58,5.18,4.78,4.38,3.99,3.59
A,4401,AC-056,"CMS Adapter Cable, Select Camera to Orlaco Monitor",67.22,60.49,53.77,47.05,43.69,40.33,36.97,33.61,30.25
A,4597,AC-059,"CMS Adapter Cable, Phono (Female) to Phono (Female) Barrel Connector",1.45,1.31,1.16,1.02,0.94,0.87,0.80,0.73,0.65
A,4662,AC-061,"CMS Adapter Cable, BE-870LM to BE-870LM",29.68,26.72,23.75,20.78,19.29,17.81,16.33,14.84,13.36
A,4691,AC-062,"CMS Adapter Cable, BE-LXXX Cable to Orlaco Monitor",78.24,70.42,62.59,54.77,50.86,46.94,43.03,39.12,35.21
A,4925,AC-063,"CMS Adapter Cable, Elite Camera to Orlaco Monitor (Screw Fit)",50.94,45.84,40.75,35.66,33.11,30.56,28.02,25.47,28.59
A,5027,AC-066,"CMS Adapter Cable, Orlaco Camera to Elite Monitor",68.78,61.90,55.02,48.15,44.71,41.27,37.83,34.39,30.95
A,5028,AC-067,"CMS Adapter Cable, Orlaco Camera to Select Monitor",67.40,60.66,53.92,47.18,43.81,40.44,37.07,33.70,30.33
A,5234,AC-068,"CMS Adapter Cable, Select Camera to MAN Harman MFD",71.32,64.19,57.06,49.92,46.36,42.79,39.23,35.66,32.09
A,5318,AC-069,"CMS Adapter Cable, Select Camera to MAN Harman unit w/o camera prep ",100.99,90.89,80.79,70.69,65.64,60.59,55.54,50.49,45.44
A,5528,AC-069-90,"CMS Adapter Cable, Select Camera to Scania/MAN Harman unit w/o camera prep ",95.51,85.96,76.41,66.86,62.08,57.31,52.53,47.76,42.98
A,5430,AC-070,"CMS Adapter Cable, Select Camera to MAN TGE & VW Crafter ",127.35,114.61,101.88,89.14,82.77,76.41,70.04,63.67,57.31
F,5870,AC-071,"CMS Adapter Cable, VBV Camera to BNC Adapter Cable",10.10,9.09,8.08,7.07,6.57,6.06,5.56,5.05,4.55
A,6502,AC-074,"CMS Adapter Cable, Select HFM Monitor, Male-to-Male",38.77,34.89,31.02,27.14,25.20,23.26,21.32,19.39,17.45
A,5435,AC-24-05(001),"CMS Adapter Cable, In-Line 12-24/5.2V Converter - 360 Camera to VBV Connector",29.87,26.89,23.90,20.91,19.42,17.92,16.43,14.94,13.44
A,8132,AC-24-05(002),"CMS Adapter Cable, In-Line Voltage Adapter, 12-32V/5.2V Select HD 360 in - Select Monitor Out",103.60,93.24,82.88,72.52,67.34,62.16,56.98,51.80,46.62
A,4235,AC-24-12(001),"CMS Adapter Cable, In-Line 24/12V Converter - Select Camera to Elite Connector",24.69,22.22,19.75,17.28,16.05,14.81,13.58,12.34,11.11
A,4266,AC-24-12(002),"CMS Adapter Cable, In-Line 24/12V Converter - Elite Camera to Fakra Monitor (Input)",58.82,52.94,47.06,41.18,38.24,35.29,32.35,29.41,26.47
A,4472,AC-24-12(002) CBL,"CMS Adapter Cable, In-Line 24/12V Converter - Without Connectors",35.97,32.37,28.78,25.18,23.38,21.58,19.78,17.99,16.19
A,4301A,AC-24-12(003),"CMS Adapter Cable, In-Line 24/12V Converter - 2 x Select Cameras to M12 + Power",76.17,68.56,60.94,53.32,49.51,45.70,41.90,38.09,34.83
A,4281,AC-24-12(004),"CMS Adapter Cable, In-Line 24/12V Converter - Select Camera to MAN (Bosch) HSD",118.94,107.04,95.15,83.26,77.31,71.36,65.42,59.47,53.52
A,4323,AC-24-12(005),"CMS Adapter Cable, In-Line 24/12V Converter - Select Camera to M12 Connector",58.09,52.28,46.47,40.66,37.76,34.86,31.95,29.05,26.14
A,4719,AC-24-12(006),"CMS Adapter Cable, In-Line 24/12V Converter - Select Camera to Volvo",100.81,90.73,80.65,70.57,65.53,60.49,55.45,50.41,45.36
A,4762,AC-24-12(007),"CMS Adapter Cable, In-Line 24/12V Converter - Select Camera to Iveco",58.09,52.28,46.47,40.66,37.76,34.86,31.95,29.05,26.14
A,4763,AC-24-12(008),"CMS Adapter Cable, In-Line 24/12V Converter - Select Camera to Mercedes",104.81,94.33,83.85,73.37,68.12,62.88,57.64,52.40,49.36
A,4926,AC-24-12(009),"CMS Adapter Cable, Mekra Monitor to Select Camera (Screw Fit)",53.83,48.44,43.06,37.68,34.99,32.30,29.60,26.91,24.85
A,5907,AC-24-12(010),"CMS Adapter Cable, Select to Mercedes J9P",72.08,64.87,57.66,50.45,46.85,43.25,39.64,36.04,32.43
A,5760,AC-24-12(011),"CMS Adapter Cable, In-Line 24/12V Converter, Select Camera to Select Monitor",34.46,31.02,27.57,24.12,22.40,20.68,18.95,17.23,15.51
A,6116,AC-24-12(012) ,"CMS Adapter Cable, In-Line 24/12V Orlaco Monitor to BE Camera",60.05,54.05,48.04,42.04,39.03,36.03,33.03,30.03,49.74
A,6132,AC-24-12(013),"CMS Adapter Cable, In-Line 24/12 Converter, Elite Camera to Elite Monitor",33.87,30.48,27.09,23.71,22.01,20.32,18.63,16.93,15.24
C,4931,24N-BE-X010,"CMS Adapter Cable, 10 m BE-X010 Cable (in 6m Conduit) with 24N Connector)",111.92,100.73,89.54,78.34,72.75,67.15,61.56,55.96,61.03
A,7018,AC-24-12(018),CMS Adapter Cable to Enable Camera +12V Activation,25.69,23.12,20.55,17.98,16.70,15.42,14.13,12.85,11.56
A,7019,AC-24-12(019),"CMS Adapter Cable in-line 24/12v converter, Select to 6 pin TE Connector, with 12v activiation wire",108.98,98.08,87.18,76.29,70.84,65.39,59.94,54.49,49.04
,,,,,,,,,,,,
Camera Monitor System Ancillaries,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,2152A,EDM-50,"CMS Option, Elite Multi-Camera Screen Splitter (12-24v)",290.46,261.41,232.37,203.32,188.80,174.28,159.75,145.23,130.71
A,4851,LS-60-A,"CMS Option, Speed Trigger Module (12-24v)",179.94,161.95,143.95,125.96,116.96,107.97,98.97,89.97,80.97
A,SUB0075,CNECT-NAV(4ppm ENV200),CAN Interface Switch,183.33,165.00,146.66,128.33,119.16,110.00,100.83,91.67,82.50
A,SUB0053,RUBBERBALL,2 Inch x 1.7 Inch (Universal AMP) Base 1.5 Inch Rubber Ball,94.96,85.47,75.97,66.47,61.73,56.98,52.23,47.48,42.73
A,SUB0124,DMC-WMH,DMC-1025/1035 Windscreen Mount Housing,74.09,66.68,59.27,51.86,48.16,44.45,40.75,37.05,33.34
A,5781,LS-60-A-ECU,"CMS Option, Speed Trigger Module ECU",192.03,172.83,153.63,134.42,124.82,115.22,105.62,96.02,86.42
A,A3666,SC-1000-ECU,"CMS Option, BE-810C Shutter Camera Module",33.30,29.97,26.64,23.31,21.64,19.98,18.31,16.65,14.98
F,A3665,TC-1000-ECU,"CMS Option, BE-840C + BE-840RC Tilt Camera Module",37.55,33.79,30.04,26.28,24.41,22.53,20.65,18.77,16.90
A,5786,PV3i,"CMS Option, Power Converter to support products suffering interference from noisy vehicles",125.18,112.66,100.14,87.63,81.37,75.11,68.85,62.59,56.33
,,,,,,,,,,,,
Dashcams - including Accessories,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,6290,DC-101-000,"Dashcam - 1080p, Audio, GPS Tracking, 16GB SD Card UK",159.85,143.87,127.88,111.90,103.90,95.91,87.92,79.93,71.93
A,6291,DC-102-000,"Dashcam - 1080p, Audio, GPS Tracking, Second Camera Input, 32GB SD Card UK",227.22,204.50,181.77,159.05,147.69,136.33,124.97,113.61,102.25
K,6395,DC-102-RVC,"Dashcam - 1080p, Audio, GPS, 32GB SD plus 2nd Cam UK",258.64,232.77,206.91,181.05,168.11,155.18,142.25,129.32,132.82
K,6396,DC-102-IRC,"Dashcam - 1080p, Audio, GPS, 32GB SD plus IR Cam UK",275.93,248.34,220.75,193.15,179.36,165.56,151.76,137.97,143.10
A,6292,DC-REAR-CAM,Dashcam - Additional Dashcam Camera - 1080p,67.94,61.14,54.35,47.56,44.16,40.76,37.37,33.97,30.57
A,6293,DC-IR-CAM,Dashcam - Additional Dashcam Camera with IR - 1080p,90.77,81.70,72.62,63.54,59.00,54.46,49.93,45.39,40.85
A,6296,DC-IXX-LOCK,Dashcam - Locking Box,22.27,20.04,17.81,15.59,14.47,13.36,12.25,11.13,10.02
A,6323,DC-IXX-DPC7,Dashcam - Power Cable (7m),35.97,32.37,28.77,25.18,23.38,21.58,19.78,17.98,16.19
A,6542,DC-1XX-64SD,Dashcam - 64GB Micro SD Card with Adaptor,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
A,7477,DC-204-AI(UK/EU),"Dashcam - Connected AI Dashcam, 4 Channel, 1080p (UK/EU)",860.50,774.45,688.40,602.35,559.33,516.30,473.28,430.25,387.23
A,7480,DC-204-AI-PL-01,Dashcam - Power Cable ,8.98,8.08,7.18,6.29,5.84,5.39,4.94,4.49,4.04
A,S7481,DC-204-AI-B-01,"Dashcam - Bracket Assembly (Bracket, 3M VHB pad, bolt& washer & cleaning pipe)",3.37,3.04,2.70,2.36,2.19,2.02,1.86,1.69,1.52
A,7482,DC-204-AI-PB-01,Dashcam - Power Box with Cable,64.88,58.39,51.90,45.41,42.17,38.92,35.68,32.44,29.19
,,,,,,,,,,,,
MDR-600 Series Mobile Digital Recorders - Complete Systems,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,6575,MDR-644-0.5-SSD,"MDR-600, 4 Analogue Channels, 4 IP Channels, 500GB,SSD, 64GB SD ",1123.88,1011.49,899.10,786.72,730.52,674.33,618.13,561.94,505.75
A,6576,MDR-644G-0.5-SSD,"MDR-600, 4G 4 Analogue Channels, 4 IP Channels, 500GB,SSD, 64GB SD ",1305.30,1174.77,1044.24,913.71,848.45,783.18,717.92,652.65,587.39
A,6577,MDR-644GW-0.5-SSD,"MDR-600, 4G & WiFi 4 Analogue Channels, 4 IP Channels, 500GB,SSD, 64GB SD ",1412.51,1271.26,1130.01,988.76,918.13,847.51,776.88,706.26,635.63
A,6580,MDR-644-1-SSD,"MDR-600 4 Analogue Channels, 4 IP channels, 1TB SSD,  64GB SD ",1203.04,1082.74,962.43,842.13,781.98,721.83,661.67,601.52,541.37
A,6581,MDR-644G-1-SSD,"MDR-600 4G, 4 Analogue Channels, 4 IP Channels, 1TB SSD 64GB SD",1379.50,1241.55,1103.60,965.65,896.68,827.70,758.73,689.75,620.78
A,6582,MDR-644GW-1-SSD,"MDR-600 4G & WiFi, 4 Analogue Channels, 4 IP Channels, 1TB SSD 64GB SD",1483.30,1334.97,1186.64,1038.31,964.15,889.98,815.82,741.65,667.49
A,6585,MDR-644-2-SSD,"MDR-600 4 Analogue Channels, 4 IP channels, 2TB SSD,  64GB SD ",1590.49,1431.44,1272.39,1113.34,1033.82,954.29,874.77,795.25,715.72
A,6586,MDR-644G-2-SSD,"MDR-600 4G, 4 Analogue Channels, 4 IP Channels, 2TB SSD 64GB SD",1788.56,1609.70,1430.85,1251.99,1162.56,1073.14,983.71,894.28,804.85
A,6587,MDR-644GW-2-SSD,"MDR-600 4G & WiFi, 4 Analogue Channels, 4 IP Channels, 2TB SSD 64GB SD",1868.85,1681.97,1495.08,1308.20,1214.75,1121.31,1027.87,934.43,840.98
A,7073,MDR-641-1-SSD,"MDR-600 4 Analogue Channels, 1 IP channel, 1TB SSD ",787.84,709.06,630.27,551.49,512.10,472.71,433.31,393.92,354.53
A,7074,MDR-641G-1-SSD,"MDR-600 4G, 4 Analogue Channels, 1 IP Channel, 1TB SSD ",953.92,858.53,763.14,667.75,620.05,572.35,524.66,476.96,429.26
A,7075,MDR-641GW-1-SSD,"MDR-600 4G & WiFi, 4 Analogue Channels, 1 IP Channel, 1TB SSD ",1068.10,961.29,854.48,747.67,694.27,640.86,587.46,534.05,480.65
A,7078,MDR-641-2-SSD,"MDR-600 4 Analogue Channels, 1 IP channels, 2TB SSD ",1181.58,1063.42,945.26,827.11,768.03,708.95,649.87,590.79,531.71
A,7079,MDR-641G-2-SSD,"MDR-600 4G, 4 Analogue Channels, 1 IP Channel, 2TB SSD ",1358.01,1222.21,1086.41,950.61,882.71,814.81,746.91,679.01,611.10
A,7080,MDR-641GW-2-SSD,"MDR-600 4G & WiFi, 4 Analogue Channels, 1 IP Channel, 2TB SSD ",1471.55,1324.40,1177.24,1030.09,956.51,882.93,809.35,735.78,662.20
,,,,,,,,,,,,
MDR-600 Series - Optional Extras,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
S ,6633,MDR-644-DS-E01,"MDR-600 4 Analogue Channcels, 4 IP Channels, 64GB, SD, without MCU ",943.81,849.43,755.05,660.67,613.48,566.29,519.10,471.91,424.72
S ,6634,MDR-644G-DS-E01,"MDR-600 4G 4 Analogue Channcels, 4 IP Channels, 64GB, SD, without MCU ",1140.58,1026.52,912.46,798.40,741.37,684.35,627.32,570.29,513.26
S ,6635,MDR-644GW-DS-E01,"MDR-600 4G & WiFi 4 Analogue Channcels, 4 IP Channels, 64GB, SD, without MCU ",1254.44,1129.00,1003.56,878.11,815.39,752.67,689.94,627.22,564.50
A,S6620,MDR-644-CAD,MDR-644 Caddy without HDD/SSD,110.35,99.31,88.28,77.24,71.73,66.21,60.69,55.17,49.66
S,S6623,MDR-IO-02,MDR-644 22-Pin Triggers & Accessories & Power Out,8.62,7.75,6.89,6.03,5.60,5.17,4.74,4.31,3.88
A,6625,MDR-CAN -01,MDR CAN Cable,28.63,25.77,22.90,20.04,18.61,17.18,15.75,14.31,12.88
A,S6624,MDR-ANT-GPS-03,MDR GPS Antenna,42.90,38.61,34.32,30.03,27.89,25.74,23.60,21.45,19.31
A,S4989,MDR-ANT-MOB-01,MDR Mobile Network Antenna,7.75,6.98,6.20,5.43,5.04,4.65,4.26,3.88,3.49
S,7051,MDR-AC-ACC-01,MDR Adapter Cable for Remote Panel,12.07,10.86,9.66,8.45,7.85,7.24,6.64,6.04,5.43
A,7053,MDR-MCU-R-01,MDR MCU Reader for PC,102.05,91.84,81.64,71.43,66.33,61.23,56.13,51.02,45.92
S,7054,MDR-AC-HWU-01,MDR Adapter Cable for Hazard Warning Unit,12.07,10.86,9.66,8.45,7.85,7.24,6.64,6.04,5.43
A,S7094,MDR-641-CAD,MDR-641 Caddy without HDD/SSD,91.67,82.50,73.33,64.17,59.58,55.00,50.42,45.83,41.25
S,S7049,MDR-PWR-02,MDR 9-Pin Power Cable,9.13,8.22,7.31,6.39,5.94,5.48,5.02,4.57,4.11
